Model,ME,RMSE,MAE,MPE,MAPE
SARIMA,0.8914752792775467,1.5212891396880681,1.1960184938794616,9.879330594943218,15.951925165646518
SARIMA_BC_Auto,1.2029825376015624,1.7318171725426708,1.4078017780458938,14.417902637467634,18.57783990304423
SARIMA_BC,1.2286878381519197,1.7541803814058403,1.427394404336987,14.786232588613176,18.82196453786709
