Model,ME,RMSE,MAE,MPE,MAPE
ARIMA,1.0559103844376305,1.6063233753146453,1.288205605992059,12.325228141893197,17.04429071856056
ARIMA_BC_Auto,1.4090277456532057,1.8603032107155968,1.549300012555765,17.48360531205293,20.384703804620848
ARIMA_BC,1.378486282005651,1.837569925101376,1.5262135735217863,17.036411105282088,20.0854456059054
