Model,ME,RMSE,MAE,MPE,MAPE
ETS,0.3846747122335973,1.2893836565457746,1.0094485539826574,2.813895193149666,14.341771785015794
ETS_BC_Auto,0.8304439456007686,1.6637625772144016,1.2453758264492514,9.57854841721756,17.179386509584944
ETS_BC,-1.0069276562080107,2.481329721073949,1.9776080201777049,-18.016507424732886,29.817105143995477
